facts,longitude,latitude
Prescription Medication,-73.8474901,40.8435606
Prescription Medication,-73.996839,40.7373607
Prescription Medication,-73.9895745,40.7415488
Prescription Medication,-73.9920774,40.7540925
Prescription Medication,-73.8745935,40.841521
Prescription Medication,-73.8856615,40.84271
Alcohol Involvement,-73.880059,40.7307218
Prescription Medication,-74.1169402,40.612156
Alcohol Involvement,-73.9061105,40.9016707
Prescription Medication,-73.977196,40.7643229
Fell Asleep,-73.8460249,40.78015
Prescription Medication,-74.0000649,40.732928
Animals Action,-74.2520815,40.5075838
Prescription Medication,-73.895223,40.6693691
Prescription Medication,-73.9901807,40.619132
Alcohol Involvement,-74.0106822,40.721523
Alcohol Involvement,-73.8900961,40.8449018
Prescription Medication,-73.9794247,40.5962966
Fell Asleep,-73.7784381,40.6650616
Prescription Medication,-73.9273251,40.7474852
Aggressive Driving/Road Rage,-73.9874743,40.760405
Prescription Medication,-74.101429,40.5774792
Alcohol Involvement,-73.8319573,40.7629537
Alcohol Involvement,-74.0097367,40.6456658
Prescription Medication,-73.9832638,40.694813
Prescription Medication,-73.7899672,40.7309249
Alcohol Involvement,-73.954162,40.7128032
Prescription Medication,-73.9528583,40.5902941
Prescription Medication,-73.9981196,40.7509033
Prescription Medication,-73.9223863,40.804696
Prescription Medication,-73.9280394,40.841262
Alcohol Involvement,-74.115609,40.6275502
Alcohol Involvement,-73.9912843,40.7194838
Drugs (Illegal),-73.9991446,40.754584
Prescription Medication,-73.9895336,40.5879016
Animals Action,-73.8682657,40.7463129
Alcohol Involvement,-73.9149698,40.8335872
Prescription Medication,-73.866556,40.7494646
Fell Asleep,-73.9111217,40.8494185
Prescription Medication,-73.8855916,40.738325
Alcohol Involvement,-74.0039065,40.6512655
Prescription Medication,-73.9249146,40.8432829
Prescription Medication,-73.9939358,40.7589782
Prescription Medication,-73.9703154,40.7564521
Fell Asleep,-73.8285528,40.7308296
Drugs (Illegal),-73.9857147,40.7679171
Alcohol Involvement,-73.874362,40.7401605
Prescription Medication,-73.9885593,40.7691169
Fell Asleep,-73.9534384,40.7910851
Prescription Medication,-73.9641742,40.6248771
Prescription Medication,-73.891911,40.8267939
Alcohol Involvement,-73.9165081,40.5609013
Alcohol Involvement,-73.8910544,40.7607274
Animals Action,-74.0108751,40.5776003
Alcohol Involvement,-73.8859004,40.6305808
Alcohol Involvement,-73.7847976,40.5977054
Prescription Medication,-73.9538193,40.7001078
Alcohol Involvement,-73.9339794,40.7628268
Prescription Medication,-74.0212161,40.6184717
Prescription Medication,-73.9507529,40.6671803
Animals Action,-74.223888,40.5326162
Prescription Medication,-74.1052581,40.5859215
Alcohol Involvement,-73.9966,40.6127809
Prescription Medication,-73.9813415,40.7470784
Alcohol Involvement,-73.7452672,40.6012998
Aggressive Driving/Road Rage,-73.8393716,40.6642955
Prescription Medication,-73.832275,40.7514564
Prescription Medication,-73.7825007,40.6694198
Fell Asleep,-73.9769607,40.7559788
Prescription Medication,-73.9693348,40.7852936
Prescription Medication,-73.7539979,40.6047828
Prescription Medication,-73.7805895,40.7134287
Prescription Medication,-73.8728057,40.8408685
Prescription Medication,-73.9020981,40.8456427
Prescription Medication,-73.923475,40.8254139
Alcohol Involvement,-73.9629257,40.7583082
Prescription Medication,-73.9314464,40.5863445
Prescription Medication,-74.0031391,40.731465
Fell Asleep,-73.9888703,40.7445322
Prescription Medication,-73.9179932,40.6264564
Alcohol Involvement,-73.9887144,40.7485121
Prescription Medication,-73.9977202,40.715356
Alcohol Involvement,-73.8646778,40.6808598
Alcohol Involvement,-73.9099175,40.8258487
Alcohol Involvement,-73.9888427,40.7585332
Alcohol Involvement,-73.9665842,40.7615508
Prescription Medication,-73.8850947,40.7439732
Prescription Medication,-73.9954735,40.759626
Aggressive Driving/Road Rage,-73.7826614,40.7107977
Alcohol Involvement,-74.1130228,40.600135
Fell Asleep,-73.9840766,40.7491017
Prescription Medication,-73.9796385,40.6155651
Alcohol Involvement,-73.8039995,40.7602718
Prescription Medication,-73.9875283,40.7415293
Prescription Medication,-73.9276589,40.6262104
Prescription Medication,-74.0117465,40.7223244
Alcohol Involvement,-74.1083091,40.5801903
Alcohol Involvement,-73.8849335,40.7349373
Prescription Medication,-73.8793488,40.7383845
Alcohol Involvement,-73.7609885,40.6662366
Aggressive Driving/Road Rage,-74.0099287,40.6521655
Alcohol Involvement,-73.8762803,40.7448698
Prescription Medication,-74.1001742,40.6121142
Prescription Medication,-73.8567845,40.8156615
Alcohol Involvement,-73.997671,40.6786804
Fell Asleep,-73.7379977,40.7680016
Drugs (Illegal),-73.9808885,40.7534818
Alcohol Involvement,-73.9286613,40.8511845
Alcohol Involvement,-73.8317847,40.6997773
Alcohol Involvement,-73.8406574,40.6979263
Prescription Medication,-73.9795146,40.7611476
Prescription Medication,-73.9911129,40.7332131
Prescription Medication,-73.959452,40.653575
Fell Asleep,-73.9078755,40.5965113
Prescription Medication,-73.946874,40.6267726
Alcohol Involvement,-73.9925287,40.7534749
Prescription Medication,-73.9721549,40.7596804
Prescription Medication,-73.9809038,40.7378861
Prescription Medication,-73.7518042,40.6824037
Alcohol Involvement,-73.8826279,40.8577946
Prescription Medication,-73.9786242,40.6898305
Alcohol Involvement,-74.1460711,40.554641
Alcohol Involvement,-73.926144,40.7287817
Alcohol Involvement,-73.897569,40.829423
Alcohol Involvement,-73.7877825,40.6918189
Prescription Medication,-73.9313928,40.8137456
Prescription Medication,-74.007828,40.7475353
Prescription Medication,-73.9046251,40.6411033
Drugs (Illegal),-73.7976276,40.7842828
Fell Asleep,-73.9744573,40.7218388
Prescription Medication,-73.9973865,40.7621266
Fell Asleep,-73.8279785,40.7576313
Alcohol Involvement,-73.936908,40.6664269
Alcohol Involvement,-73.9590155,40.5781233
Alcohol Involvement,-73.7898613,40.7610566
Fell Asleep,-73.8268873,40.7524887
Alcohol Involvement,-73.8419172,40.7582606
Alcohol Involvement,-73.9340054,40.5945255
Alcohol Involvement,-74.1676242,40.5593683
Prescription Medication,-73.929853,40.8659655
Aggressive Driving/Road Rage,-73.8186057,40.8750199
Prescription Medication,-74.0883777,40.6087258
Alcohol Involvement,-73.8555773,40.6927254
Prescription Medication,-73.9527619,40.823264
Fell Asleep,-73.8426596,40.7755837
Animals Action,-73.9936167,40.7360047
Aggressive Driving/Road Rage,-73.7636094,40.7391739
Alcohol Involvement,-73.9248479,40.8414961
Alcohol Involvement,-73.9877686,40.7497883
Prescription Medication,-74.0128675,40.7171751
Prescription Medication,-73.9274473,40.6352571
Prescription Medication,-73.9491862,40.802699
Prescription Medication,-73.9969426,40.7593763
Aggressive Driving/Road Rage,-73.9462743,40.7228641
Fell Asleep,-73.99911,40.6915381
Prescription Medication,-73.8062655,40.7034811
Prescription Medication,-73.9253736,40.8625812
Prescription Medication,-73.9376732,40.823567
Prescription Medication,-73.7418638,40.773692
Prescription Medication,-73.9983142,40.7608228
Prescription Medication,-73.9521874,40.7730188
Prescription Medication,-73.8906752,40.820189
Prescription Medication,-74.001054,40.7570653
Prescription Medication,-73.9923627,40.6896895
Prescription Medication,-73.7554922,40.6766283
Prescription Medication,-73.9648018,40.7599831
Alcohol Involvement,-73.9282299,40.6647091
Alcohol Involvement,-74.0238834,40.6337239
Prescription Medication,-73.9776872,40.763645
Prescription Medication,-73.961901,40.7954798
Prescription Medication,-73.9593451,40.7225346
Aggressive Driving/Road Rage,-74.0140348,40.6242945
Alcohol Involvement,-73.7345263,40.6643565
Fell Asleep,-73.8268686,40.7610935
Prescription Medication,-74.1659207,40.5602903
Fell Asleep,-73.8192056,40.7688686
Alcohol Involvement,-73.9917611,40.684812
Alcohol Involvement,-73.8473152,40.8362649
Fell Asleep,-73.8079545,40.7319307
Alcohol Involvement,-73.9865462,40.5836578
Prescription Medication,-73.9416888,40.8384262
Alcohol Involvement,-73.8645579,40.6955195
Prescription Medication,-73.9730158,40.7642781
Fell Asleep,-73.8209568,40.7607029
Prescription Medication,-74.135192,40.5597487
Prescription Medication,-74.1487877,40.5496447
Prescription Medication,-74.0894424,40.6076902
Prescription Medication,-73.7517593,40.666396
Alcohol Involvement,-73.9642156,40.6350987
Prescription Medication,-73.9985824,40.7134676
Alcohol Involvement,-73.9642156,40.6350987
Prescription Medication,-73.9749344,40.7500991
Prescription Medication,-73.942597,40.8371778
Prescription Medication,-73.9793644,40.6866823
Prescription Medication,-73.79147,40.5931256
Prescription Medication,-73.9727361,40.6361331
Prescription Medication,-73.9824542,40.7426458
Prescription Medication,-73.9501591,40.6562613
Prescription Medication,-73.8893729,40.8733829
Prescription Medication,-73.9380165,40.7343138
Alcohol Involvement,-73.9797284,40.7228913
Prescription Medication,-73.937539,40.6085562
Prescription Medication,-73.8837895,40.8467812
Prescription Medication,-73.9280995,40.832501
Alcohol Involvement,-73.9985895,40.7170989
Prescription Medication,-73.9476658,40.7287578
Prescription Medication,-73.8703694,40.7334973
Prescription Medication,-73.9762792,40.7540546
Prescription Medication,-73.9754682,40.6431521
Fell Asleep,-73.8500701,40.6898418
Prescription Medication,-73.9424349,40.7906273
Prescription Medication,-73.9878913,40.6904686
Prescription Medication,-74.0739401,40.6160372
Prescription Medication,-73.9744374,40.7565574
Prescription Medication,-73.8892648,40.7298143
Prescription Medication,-73.8703694,40.7334973
Alcohol Involvement,-74.2302289,40.527667
Aggressive Driving/Road Rage,-73.97084,40.6463789
Prescription Medication,-73.9845256,40.7427065
Prescription Medication,-73.9980197,40.7137146
Prescription Medication,-73.9836217,40.7497247
Prescription Medication,-73.7395512,40.6652573
Prescription Medication,-74.0011515,40.762025
Prescription Medication,-73.8079545,40.7319307
Prescription Medication,-73.8093425,40.7209567
Prescription Medication,-73.996196,40.7484385
Prescription Medication,-73.8703694,40.7334973
Fell Asleep,-73.8405039,40.7816933
Prescription Medication,-73.9418895,40.6004284
Prescription Medication,-73.8590554,40.8334144
Prescription Medication,-73.9167701,40.8156984
Aggressive Driving/Road Rage,-73.9910308,40.6998478
Prescription Medication,-73.9882874,40.7346593
Alcohol Involvement,-73.9604221,40.6525571
Prescription Medication,-73.743984,40.7302774
Prescription Medication,-73.9434512,40.720796
Alcohol Involvement,-73.9620635,40.7637343
Prescription Medication,-74.0116023,40.7229804
Alcohol Involvement,-73.824883,40.7296081
Prescription Medication,-73.8623714,40.8655315
Alcohol Involvement,-73.9358171,40.8036997
Prescription Medication,-73.9879831,40.7408734
Prescription Medication,-74.0047875,40.7236259
Fell Asleep,-73.830928,40.5839322
Prescription Medication,-74.1200527,40.560394
Prescription Medication,-73.9845256,40.7427065
Aggressive Driving/Road Rage,-73.8462338,40.8444894
Prescription Medication,-73.9948425,40.7502939
Alcohol Involvement,-73.9118065,40.692785
Prescription Medication,-73.9734765,40.5952551
Fell Asleep,-73.8381063,40.7905801
Prescription Medication,-73.7688989,40.658211
Alcohol Involvement,-73.8789913,40.879581
Prescription Medication,-73.835589,40.8286789
Prescription Medication,-73.9724457,40.6239626
Prescription Medication,-73.8241566,40.8284699
Prescription Medication,-73.9537478,40.766852
Prescription Medication,-73.9744443,40.6164204
Prescription Medication,-73.7334191,40.7565016
Prescription Medication,-73.7789516,40.6656445
Alcohol Involvement,-73.8059253,40.7863977
Prescription Medication,-73.9749156,40.7616682
Aggressive Driving/Road Rage,-73.952058,40.7872227
Prescription Medication,-73.7898497,40.7727712
Prescription Medication,-73.9950813,40.693148
Prescription Medication,-73.9535001,40.7131234
Prescription Medication,-73.8869175,40.8713439
Prescription Medication,-74.0149606,40.7047603
Prescription Medication,-73.9307752,40.8205439
Alcohol Involvement,-73.7947294,40.7100129
Prescription Medication,-74.02042,40.6420578
Prescription Medication,-73.9739693,40.7629663
Alcohol Involvement,-73.9156111,40.820822
Alcohol Involvement,-73.9425841,40.7139556
Aggressive Driving/Road Rage,-73.7563932,40.7494725
Aggressive Driving/Road Rage,-73.8865319,40.6544842
Prescription Medication,-73.9903293,40.7371325
Prescription Medication,-73.9881543,40.7319639
Prescription Medication,-73.9976787,40.663941
Aggressive Driving/Road Rage,-73.732447,40.7435523
Drugs (Illegal),-73.954828,40.8241267
Alcohol Involvement,-73.9693348,40.7852936
Prescription Medication,-73.9620635,40.7637343
Prescription Medication,-74.0081173,40.7226266
Prescription Medication,-73.874758,40.8731621
Alcohol Involvement,-73.7777101,40.7220991
Alcohol Involvement,-73.9960038,40.7639984
Prescription Medication,-73.9996824,40.738552
Prescription Medication,-73.8941479,40.7402984
Alcohol Involvement,-73.9536372,40.7441117
Prescription Medication,-73.8784359,40.6493267
Prescription Medication,-73.9831481,40.7388307
Prescription Medication,-74.0057798,40.7256734
Prescription Medication,-73.979056,40.750218
Alcohol Involvement,-73.8096968,40.7867847
Alcohol Involvement,-73.8838429,40.7457972
Alcohol Involvement,-74.0011907,40.7291676
Alcohol Involvement,-73.9315975,40.6356768
Prescription Medication,-73.9928041,40.7429104
Alcohol Involvement,-73.9648003,40.715046
Alcohol Involvement,-73.906594,40.64775
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9117789,40.773596
Prescription Medication,-73.879353,40.8815054
Prescription Medication,-73.7165398,40.7355681
Prescription Medication,-73.92737,40.6235615
Prescription Medication,-74.001054,40.7570653
Alcohol Involvement,-73.9619648,40.7596199
Prescription Medication,-73.9388038,40.7138741
Alcohol Involvement,-73.9233379,40.7437003
Alcohol Involvement,-73.8296641,40.7618909
Alcohol Involvement,-73.8525757,40.7455061
Fell Asleep,-73.8300825,40.7139131
Alcohol Involvement,-73.7786154,40.7886614
Prescription Medication,-73.9005944,40.7126973
Alcohol Involvement,-73.9600492,40.5832701
Prescription Medication,-73.9114974,40.7545555
Prescription Medication,-73.9923627,40.6896895
Alcohol Involvement,-73.7623707,40.7657379
Prescription Medication,-73.9686716,40.7673428
Alcohol Involvement,-73.9769357,40.5988707
Prescription Medication,-73.8397144,40.6626683
Prescription Medication,-73.7459942,40.7500222
Prescription Medication,-73.8612469,40.8863953
Prescription Medication,-73.9744391,40.6863108
Alcohol Involvement,-73.959474,40.5758727
Fell Asleep,-73.9616086,40.682374
Prescription Medication,-73.8387208,40.7157975
Prescription Medication,-73.8446429,40.6807
Prescription Medication,-73.9841751,40.7598419
Prescription Medication,-73.9905157,40.7460392
Prescription Medication,-73.9977685,40.6747417
Prescription Medication,-73.8952779,40.815755
Prescription Medication,-73.9596347,40.5779945
Prescription Medication,-73.9803638,40.647693
Alcohol Involvement,-73.9622533,40.6983238
Prescription Medication,-74.0014466,40.7212518
Aggressive Driving/Road Rage,-73.9744628,40.7334255
Prescription Medication,-73.9592525,40.7089041
Prescription Medication,-73.7664352,40.7606849
Prescription Medication,-73.9841751,40.7598419
Alcohol Involvement,-73.7716273,40.69296
Prescription Medication,-73.9977585,40.7564889
Prescription Medication,-73.895813,40.7485506
Aggressive Driving/Road Rage,-73.9866608,40.7666162
Alcohol Involvement,-73.9712378,40.6850282
Alcohol Involvement,-73.9868455,40.7453005
Prescription Medication,-73.8212066,40.7268385
Prescription Medication,-73.9863054,40.6691717
Alcohol Involvement,-73.977653,40.7579112
Prescription Medication,-73.9606703,40.7573632
Prescription Medication,-73.8460253,40.7096894
Aggressive Driving/Road Rage,-73.9663884,40.7704767
Aggressive Driving/Road Rage,-73.9314939,40.8523802
Prescription Medication,-73.9188973,40.7421876
Prescription Medication,-73.9538481,40.6637286
